Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
CROWN AT ROBINSON,ROBINSON ROAD,Office,"2,030,000",592.02,"3,429",May-21,Strata,55,"36,909",Freehold,01,06 to 10
HEXACUBE,CHANGI ROAD,Office,"825,000",462.85,"1,782",May-21,Strata,43,"19,186",Freehold,14,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Office,"600,000",215.28,"2,787",May-21,Strata,20,"30,000",99 yrs lease commencing from 1979,21,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,933,500",710.42,"2,722",May-21,Strata,66,"29,295",Freehold,08,16 to 20
REGENCY SUITES,KIM TIAN ROAD,Office,"1,150,000",592.02,"1,943",May-21,Strata,55,"20,909",Freehold,03,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Office,"640,000",452.09,"1,416",May-21,Strata,42,"15,238",99 yrs lease commencing from 1969,07,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"900,000",484.38,"1,858",May-21,Strata,45,"20,000",99 yrs lease commencing from 2011,14,06 to 10
TONG ENG BUILDING,CECIL STREET,Office,"1,304,576",462.85,"2,819",May-21,Strata,43,"30,339",999 yrs lease commencing from 1885,01,11 to 15
TONG ENG BUILDING,CECIL STREET,Office,"2,275,424",807.3,"2,819",May-21,Strata,75,"30,339",999 yrs lease commencing from 1885,01,11 to 15
GB BUILDING,CECIL STREET,Office,"9,900,000","5,209.78","1,900",May-21,Strata,484,"20,455",99 yrs lease commencing from 1982,01,11 to 15
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"1,700,000",387.5,"4,387",May-21,Strata,36,"47,222",99 yrs lease commencing from 1968,01,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"958,000",495.14,"1,935",May-21,Strata,46,"20,826",999 yrs lease commencing from 1829,06,01 to 05
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Office,"2,330,000","2,335.79",998,May-21,Strata,217,"10,737",Freehold,08,-
TEXTILE CENTRE,JALAN SULTAN,Office,"1,100,000",990.29,"1,111",May-21,Strata,92,"11,957",99 yrs lease commencing from 1970,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"1,240,000",968.76,"1,280",May-21,Strata,90,"13,778",99 yrs lease commencing from 1970,07,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"11,754,050","5,468.11","2,150",May-21,Strata,508,"23,138",99 yrs lease commencing from 2011,14,06 to 10
THE PLAZA,BEACH ROAD,Office,"2,360,000","1,560.78","1,512",May-21,Strata,145,"16,276",99 yrs lease commencing from 1968,07,11 to 15
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,582,500",990.29,"2,608",May-21,Strata,92,"28,071",Freehold,08,16 to 20
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,935,000",721.19,"2,683",May-21,Strata,67,"28,881",Freehold,08,16 to 20
LE SHANTIER,BALESTIER ROAD,Office,"1,400,000",947.23,"1,478",May-21,Strata,88,"15,909",Freehold,12,01 to 05
WIS@CHANGI,CHANGI ROAD,Office,"900,000",635.08,"1,417",May-21,Strata,59,"15,254",Freehold,14,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"700,000",624.31,"1,121",May-21,Strata,58,"12,069",99 yrs lease commencing from 1974,07,06 to 10
SAMSUNG HUB,CHURCH STREET,Office,"53,097,242","13,110.55","4,050",May-21,Strata,"1,218","43,594",999 yrs lease commencing from 1827,01,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,100,000",548.96,"2,004",May-21,Strata,51,"21,569",99 yrs lease commencing from 1969,06,06 to 10
MAXWELL HOUSE,MAXWELL ROAD,Office,"276,800,000","179,468.17","1,542",May-21,Strata,"16,673","16,602",99 yrs lease commencing from 1969,01,-
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"10,330,000","3,078.5","3,356",May-21,Strata,286,"36,119",99 yrs lease commencing from 1989,01,36 to 40
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"906,000",484.38,"1,870",May-21,Strata,45,"20,133",99 yrs lease commencing from 2011,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"512,000",344.45,"1,486",May-21,Strata,32,"16,000",Freehold,15,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Office,"6,300,000",710.42,"8,868",May-21,Strata,66,"95,455",Freehold,09,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"1,871,000",958,"1,953",May-21,Strata,89,"21,022",Freehold,09,06 to 10
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"6,588,000","2,195.86","3,000",May-21,Strata,204,"32,294",99 yrs lease commencing from 1989,01,36 to 40
N.A.,KIM KEAT LANE,Office,"1,128,000","1,323.97",852,May-21,Strata,123,"9,171",Freehold,12,-
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"480,000",161.46,"2,973",Apr-21,Strata,15,"32,000",999 yrs lease commencing from 1883,21,01 to 05
SHENTON HOUSE,SHENTON WAY,Office,"1,030,000",559.73,"1,840",Apr-21,Strata,52,"19,808",99 yrs lease commencing from 1969,01,06 to 10
PLUS,CECIL STREET,Office,"4,123,040","1,356.26","3,040",Apr-21,Strata,126,"32,723",99 yrs lease commencing from 1989,01,06 to 10
ORCHARD TOWERS,ORCHARD ROAD,Office,"1,660,000",785.77,"2,113",Apr-21,Strata,73,"22,740",Freehold,09,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"590,000",344.45,"1,713",Apr-21,Strata,32,"18,438",99 yrs lease commencing from 1969,06,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"1,083,000",570.49,"1,898",Apr-21,Strata,53,"20,434",Freehold,09,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,238,250",635.08,"1,950",Apr-21,Strata,59,"20,987",99 yrs lease commencing from 2011,14,01 to 05
N.A.,ARMENIAN STREET,Office,"3,100,000","1,528.49","2,028",Apr-21,Strata,142,"21,831",99 yrs lease commencing from 2007,06,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,291,900","1,065.64","2,151",Apr-21,Strata,99,"23,151",99 yrs lease commencing from 2011,14,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,088,000",505.91,"2,151",Apr-21,Strata,47,"23,149",99 yrs lease commencing from 2011,14,11 to 15
HAVELOCK2,HAVELOCK ROAD,Office,"1,388,604",742.72,"1,870",Apr-21,Strata,69,"20,125",99 yrs lease commencing from 1983,01,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"5,482,758","2,551.07","2,149",Apr-21,Strata,237,"23,134",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"17,293,500","8,234.46","2,100",Apr-21,Strata,765,"22,606",99 yrs lease commencing from 2011,14,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,584,000",635.08,"2,494",Apr-21,Strata,59,"26,847",99 yrs lease commencing from 2001,01,11 to 15
HIGH STREET PLAZA,HIGH STREET,Office,"260,000",96.88,"2,684",Apr-21,Strata,9,"28,889",999 yrs lease commencing from 1827,06,06 to 10
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"4,300,000","1,550.02","2,774",Apr-21,Strata,144,"29,861",99 yrs lease commencing from 1989,01,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"1,145,000",495.14,"2,312",Apr-21,Strata,46,"24,891",999 yrs lease commencing from 1827,06,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,861,200",871.88,"3,282",Apr-21,Strata,81,"35,323",99 yrs lease commencing from 2001,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"2,138,800",645.84,"3,312",Apr-21,Strata,60,"35,647",99 yrs lease commencing from 2001,01,21 to 25
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,030,000",462.85,"2,225",Apr-21,Strata,43,"23,953",99 yrs lease commencing from 1970,02,16 to 20
ORCHARD PLAZA,ORCHARD ROAD,Office,"1,042,000",828.83,"1,257",Apr-21,Strata,77,"13,532",99 yrs lease commencing from 1977,09,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,030,000",505.91,"2,036",Apr-21,Strata,47,"21,915",99 yrs lease commencing from 2011,14,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"495,000",182.99,"2,705",Apr-21,Strata,17,"29,118",999 yrs lease commencing from 1883,21,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"925,000",484.38,"1,910",Apr-21,Strata,45,"20,556",99 yrs lease commencing from 2011,14,06 to 10
ORCHARD TOWERS,ORCHARD ROAD,Office,"800,000",398.27,"2,009",Apr-21,Strata,37,"21,622",Freehold,09,11 to 15
HOA NAM BUILDING,FOCH ROAD,Office,"1,420,000",839.59,"1,691",Apr-21,Strata,78,"18,205",Freehold,08,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"620,000",365.98,"1,694",Apr-21,Strata,34,"18,235",Freehold,15,01 to 05
GIFFARD MANSIONS,BALESTIER ROAD,Office,"700,000",570.49,"1,227",Apr-21,Strata,53,"13,208",Freehold,12,01 to 05
UNION BUILDING,TRAS STREET,Office,"1,450,000",710.42,"2,041",Apr-21,Strata,66,"21,970",Freehold,02,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,070,000",925.7,"2,236",Apr-21,Strata,86,"24,070",99 yrs lease commencing from 2001,01,16 to 20
VISION EXCHANGE,VENTURE DRIVE,Office,"1,325,000",839.59,"1,578",Mar-21,Strata,78,"16,987",99 yrs lease commencing from 2013,22,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,010,000",505.91,"1,996",Mar-21,Strata,47,"21,489",99 yrs lease commencing from 2011,14,11 to 15
INTERNATIONAL PLAZA,ANSON ROAD,Office,"2,985,000","1,453.14","2,054",Mar-21,Strata,135,"22,111",99 yrs lease commencing from 1970,02,16 to 20
FU LU SHOU COMPLEX,ROCHOR ROAD,Office,"2,074,680","2,034.4","1,020",Mar-21,Strata,189,"10,977",99 yrs lease commencing from 1980,07,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,924,520",721.19,"2,669",Mar-21,Strata,67,"28,724",Freehold,08,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"2,060,000",635.08,"3,244",Mar-21,Strata,59,"34,915",99 yrs lease commencing from 2011,01,21 to 25
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"1,199,998",699.66,"1,715",Mar-21,Strata,65,"18,462",99 yrs lease commencing from 1996,07,11 to 15
LE SHANTIER,BALESTIER ROAD,Office,"950,000",731.95,"1,298",Mar-21,Strata,68,"13,971",Freehold,12,01 to 05
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,"2,170,000","1,237.86","1,753",Mar-21,Strata,115,"18,870",999 yrs lease commencing from 1972,11,01 to 05
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,"3,430,000","1,959.05","1,751",Mar-21,Strata,182,"18,846",999 yrs lease commencing from 1972,11,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,168,641",656.6,"1,780",Mar-21,Strata,61,"19,158",99 yrs lease commencing from 2014,25,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"650,000",430.56,"1,510",Mar-21,Strata,40,"16,250",Freehold,15,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"1,100,000",365.98,"3,006",Mar-21,Strata,34,"32,353",Freehold,15,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"560,000",269.1,"2,081",Mar-21,Strata,25,"22,400",999 yrs lease commencing from 1883,21,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"1,450,000",635.08,"2,283",Mar-21,Strata,59,"24,576",99 yrs lease commencing from 2001,01,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"13,000,000","4,962.2","2,620",Mar-21,Strata,461,"28,200",Freehold,08,16 to 20
CERTIS CISCO CENTRE,JALAN AFIFI,Office,"150,000,000","130,211.03","1,152",Mar-21,Land,"12,096.9","12,400",30 yrs lease commencing from 2013,14,-
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,313,119",861.12,"2,686",Mar-21,Strata,80,"28,914",Freehold,08,06 to 10
N.A.,JOO CHIAT ROAD,Office,"1,070,000",925.7,"1,156",Mar-21,Strata,86,"12,442",Freehold,15,-
THE CENTRAL,EU TONG SEN STREET,Office,"1,500,000",645.84,"2,323",Mar-21,Strata,60,"25,000",99 yrs lease commencing from 2001,01,21 to 25
FU LU SHOU COMPLEX,ROCHOR ROAD,Office,"2,297,196","2,174.33","1,057",Mar-21,Strata,202,"11,372",99 yrs lease commencing from 1980,07,01 to 05
SHENTON HOUSE,SHENTON WAY,Office,"820,000",441.32,"1,858",Mar-21,Strata,41,"20,000",99 yrs lease commencing from 1969,01,11 to 15
HAVELOCK2,HAVELOCK ROAD,Office,"1,470,000",785.77,"1,871",Mar-21,Strata,73,"20,137",99 yrs lease commencing from 1983,01,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,035,000",473.62,"2,185",Mar-21,Strata,44,"23,523",99 yrs lease commencing from 1970,02,06 to 10
MAXWELL HOUSE,MAXWELL ROAD,Office,"470,000",269.1,"1,747",Mar-21,Strata,25,"18,800",99 yrs lease commencing from 1969,01,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"510,000",376.74,"1,354",Mar-21,Strata,35,"14,571",99 yrs lease commencing from 1969,06,01 to 05
SBF CENTER,ROBINSON ROAD,Office,"2,968,845",947.23,"3,134",Mar-21,Strata,88,"33,737",99 yrs lease commencing from 2011,01,26 to 30
THE PLAZA,BEACH ROAD,Office,"2,699,200","1,926.76","1,401",Mar-21,Strata,179,"15,079",99 yrs lease commencing from 1968,07,01 to 05
THE RIVERSIDE PIAZZA,KENG CHEOW STREET,Office,"2,420,000","1,560.78","1,551",Mar-21,Strata,145,"16,690",99 yrs lease commencing from 1992,01,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"7,340,000","2,626.42","2,795",Mar-21,Strata,244,"30,082",999 yrs lease commencing from 1828,06,06 to 10
N.A.,YIO CHU KANG ROAD,Office,"1,560,000","1,270.15","1,228",Feb-21,Strata,118,"13,220",Freehold,19,-
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,538,800",979.52,"2,592",Feb-21,Strata,91,"27,899",Freehold,08,16 to 20
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"11,301,300","3,896.57","2,900",Feb-21,Strata,362,"31,219",99 yrs lease commencing from 1989,01,21 to 25
THE ARCADE,COLLYER QUAY,Office,"2,070,000","1,054.87","1,962",Feb-21,Strata,98,"21,122",99 yrs lease commencing from 1980,01,06 to 10
PLUS,CECIL STREET,Office,"4,129,334","1,334.74","3,094",Feb-21,Strata,124,"33,301",99 yrs lease commencing from 1989,01,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"856,550",473.62,"1,809",Feb-21,Strata,44,"19,467",99 yrs lease commencing from 1970,02,16 to 20
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,716,384",968.76,"1,772",Feb-21,Strata,90,"19,071",99 yrs lease commencing from 1970,02,16 to 20
N.A.,ROBINSON ROAD,Office,"20,770,631","7,093.48","2,928",Feb-21,Strata,659,"31,518",Freehold,01,01 to 05
N.A.,ROBINSON ROAD,Office,"122,009,369","47,738.34","2,556",Feb-21,Strata,"4,435","27,511",Freehold,01,11 to 15
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,309,628",861.12,"2,682",Feb-21,Strata,80,"28,870",Freehold,08,16 to 20
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"610,000",548.96,"1,111",Feb-21,Strata,51,"11,961",99 yrs lease commencing from 1974,07,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,350,000",635.08,"2,126",Feb-21,Strata,59,"22,881",99 yrs lease commencing from 2001,01,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"636,000",441.32,"1,441",Feb-21,Strata,41,"15,512",Freehold,15,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"893,000",516.67,"1,728",Feb-21,Strata,48,"18,604",99 yrs lease commencing from 2013,22,11 to 15
TANGLIN SHOPPING CENTRE,TANGLIN ROAD,Office,"2,300,000",818.06,"2,812",Feb-21,Strata,76,"30,263",Freehold,10,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"800,000",441.32,"1,813",Feb-21,Strata,41,"19,512",Freehold,09,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"255,000",204.52,"1,247",Feb-21,Strata,19,"13,421",99 yrs lease commencing from 1969,07,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"3,030,000","1,550.02","1,955",Feb-21,Strata,144,"21,042",99 yrs lease commencing from 2011,14,06 to 10
SHENTON HOUSE,SHENTON WAY,Office,"2,550,000","1,356.26","1,880",Feb-21,Strata,126,"20,238",99 yrs lease commencing from 1969,01,21 to 25
HAVELOCK2,HAVELOCK ROAD,Office,"988,200",635.08,"1,556",Feb-21,Strata,59,"16,749",99 yrs lease commencing from 1983,01,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,739,088",936.47,"1,857",Feb-21,Strata,87,"19,990",99 yrs lease commencing from 2014,25,06 to 10
EMERALD GARDEN,CLUB STREET,Office,"2,550,000",839.59,"3,037",Feb-21,Strata,78,"32,692",999 yrs lease commencing from 1827,01,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"718,000",398.27,"1,803",Feb-21,Strata,37,"19,405",Freehold,09,11 to 15
ONZE @ TANJONG PAGAR,KEE SENG STREET,Office,"868,000",247.57,"3,506",Feb-21,Strata,23,"37,739",Freehold,02,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"270,000",226.04,"1,194",Jan-21,Strata,21,"12,857",99 yrs lease commencing from 1969,07,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"7,275,000","2,647.94","2,747",Jan-21,Strata,246,"29,573",99 yrs lease commencing from 2001,01,11 to 15
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"4,226,880","1,776.06","2,380",Jan-21,Strata,165,"25,617",999 yrs lease commencing from 1829,06,16 to 20
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,780,000",936.47,"1,901",Jan-21,Strata,87,"20,460",99 yrs lease commencing from 1970,02,16 to 20
THE PLAZA,BEACH ROAD,Office,"1,692,600","1,302.44","1,300",Jan-21,Strata,121,"13,988",99 yrs lease commencing from 1968,07,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,128,468",559.73,"2,016",Jan-21,Strata,52,"21,701",99 yrs lease commencing from 2014,25,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"1,930,000",667.37,"2,892",Jan-21,Strata,62,"31,129",99 yrs lease commencing from 2011,01,11 to 15
THE PROMENADE@PELIKAT,JALAN PELIKAT,Office,"375,000",258.34,"1,452",Jan-21,Strata,24,"15,625",Freehold,19,01 to 05
THE MEZZO,BALESTIER ROAD,Office,"1,320,000",785.77,"1,680",Jan-21,Strata,73,"18,082",Freehold,12,01 to 05
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"8,680,000","2,927.81","2,965",Jan-21,Strata,272,"31,912",99 yrs lease commencing from 1989,01,36 to 40
THE CENTRAL,EU TONG SEN STREET,Office,"1,500,000",613.55,"2,445",Jan-21,Strata,57,"26,316",99 yrs lease commencing from 2001,01,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"700,000",484.38,"1,445",Jan-21,Strata,45,"15,556",99 yrs lease commencing from 1969,06,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"1,950,000","1,033.34","1,887",Jan-21,Strata,96,"20,313",Freehold,09,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"41,744,810","13,336.6","3,130",Jan-21,Strata,"1,239","33,692",99 yrs lease commencing from 2001,01,21 to 25
OUE BAYFRONT/OUE TOWER/OUE LINK,COLLYER QUAY,Office,"1,267,511,820","76,401.8","16,590",Jan-21,Land,"7,097.9","178,576",99 yrs lease commencing from 2007,01,-
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,475,000",990.29,"2,499",Jan-21,Strata,92,"26,902",Freehold,08,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"620,000",516.67,"1,200",Jan-21,Strata,48,"12,917",99 yrs lease commencing from 1969,03,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"5,608,580","2,906.28","1,930",Jan-21,Strata,270,"20,773",99 yrs lease commencing from 2011,14,06 to 10
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"250,000",226.04,"1,106",Jan-21,Strata,21,"11,905",99 yrs lease commencing from 1969,07,06 to 10
ICON@CHANGI,CHANGI ROAD,Office,"640,000",430.56,"1,486",Jan-21,Strata,40,"16,000",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"920,000",484.38,"1,899",Jan-21,Strata,45,"20,444",99 yrs lease commencing from 2011,14,01 to 05
EASTGATE,EAST COAST ROAD,Office,"1,420,000",839.59,"1,691",Jan-21,Strata,78,"18,205",Freehold,15,01 to 05
SIM LIM TOWER,JALAN BESAR,Office,"1,087,900",505.91,"2,150",Jan-21,Strata,47,"23,147",Freehold,08,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,120,000","1,087.16","1,950",Jan-21,Strata,101,"20,990",99 yrs lease commencing from 2011,14,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,360,000","1,270.15","1,858",Jan-21,Strata,118,"20,000",99 yrs lease commencing from 2001,01,06 to 10
ROBINSON SQUARE,ROBINSON ROAD,Office,"2,680,000","1,184.04","2,263",Jan-21,Strata,110,"24,364",Freehold,01,16 to 20
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"8,500,000","3,498.3","2,430",Jan-21,Strata,325,"26,154",99 yrs lease commencing from 1989,01,21 to 25
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,780,000","1,054.87","1,687",Jan-21,Strata,98,"18,163",99 yrs lease commencing from 1980,01,11 to 15
PS100,PECK SEAH STREET,Office,"1,168,000",473.62,"2,466",Jan-21,Strata,44,"26,545",99 yrs lease commencing from 2011,02,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"730,000",667.37,"1,094",Jan-21,Strata,62,"11,774",99 yrs lease commencing from 1974,07,06 to 10
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,"3,100,000","1,776.06","1,745",Dec-20,Strata,165,"18,788",999 yrs lease commencing from 1980,11,01 to 05
THE MEZZO,BALESTIER ROAD,Office,"1,100,000",678.13,"1,622",Dec-20,Strata,63,"17,460",Freehold,12,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,022,000",527.44,"1,938",Dec-20,Strata,49,"20,857",999 yrs lease commencing from 1829,06,01 to 05
OXLEY TOWER,ROBINSON ROAD,Office,"2,800,000","1,205.57","2,323",Dec-20,Strata,112,"25,000",Freehold,01,21 to 25
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,670,000",958,"1,743",Dec-20,Strata,89,"18,764",99 yrs lease commencing from 2011,14,11 to 15
PLUS,CECIL STREET,Office,"3,904,367","1,270.15","3,074",Dec-20,Strata,118,"33,088",99 yrs lease commencing from 1989,01,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"2,906,000","1,453.14","2,000",Dec-20,Strata,135,"21,526",99 yrs lease commencing from 1970,02,11 to 15
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,800,000",936.47,"1,922",Dec-20,Strata,87,"20,690",99 yrs lease commencing from 1970,02,21 to 25
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"660,000",441.32,"1,495",Dec-20,Strata,41,"16,098",99 yrs lease commencing from 1974,07,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"2,200,000","1,001.05","2,198",Dec-20,Strata,93,"23,656",99 yrs lease commencing from 1969,06,21 to 25
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"588,888",441.32,"1,334",Dec-20,Strata,41,"14,363",99 yrs lease commencing from 1969,07,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,600,000",936.47,"1,709",Dec-20,Strata,87,"18,391",99 yrs lease commencing from 1970,02,26 to 30
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,045,352",559.73,"1,868",Dec-20,Strata,52,"20,103",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,045,352",559.73,"1,868",Dec-20,Strata,52,"20,103",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,045,352",559.73,"1,868",Dec-20,Strata,52,"20,103",99 yrs lease commencing from 2014,25,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"2,833,350","1,453.14","1,950",Dec-20,Strata,135,"20,988",99 yrs lease commencing from 1970,02,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"558,000",409.03,"1,364",Dec-20,Strata,38,"14,684",Freehold,15,01 to 05
SIM LIM TOWER,JALAN BESAR,Office,"750,000",398.27,"1,883",Dec-20,Strata,37,"20,270",Freehold,08,06 to 10
PLUS,CECIL STREET,Office,"11,531,441","3,573.65","3,227",Dec-20,Strata,332,"34,733",99 yrs lease commencing from 1989,01,16 to 20
BYLANDS BUILDING,MIDDLE ROAD,Office,"600,000",387.5,"1,548",Dec-20,Strata,36,"16,667",99 yrs lease commencing from 1978,07,01 to 05
PLUS,CECIL STREET,Office,"4,168,730","1,356.26","3,074",Dec-20,Strata,126,"33,085",99 yrs lease commencing from 1989,01,06 to 10
ORCHARD TOWERS,ORCHARD ROAD,Office,"4,500,000","2,432.66","1,850",Dec-20,Strata,226,"19,912",Freehold,09,21 to 25
TELOK BLANGAH HOUSE,TELOK BLANGAH ROAD,Office,"520,000",236.81,"2,196",Dec-20,Strata,22,"23,636",Freehold,04,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"2,460,600","1,367.03","1,800",Dec-20,Strata,127,"19,375",99 yrs lease commencing from 1970,02,16 to 20
ORCHARD TOWERS,ORCHARD ROAD,Office,"780,000",398.27,"1,958",Dec-20,Strata,37,"21,081",Freehold,09,06 to 10
ONZE @ TANJONG PAGAR,KEE SENG STREET,Office,"775,000",226.04,"3,429",Dec-20,Strata,21,"36,905",Freehold,02,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"1,100,000",914.94,"1,202",Nov-20,Strata,85,"12,941",99 yrs lease commencing from 1969,03,06 to 10
URBAN HERITAGE,BALESTIER ROAD,Office,"998,000",645.84,"1,545",Nov-20,Strata,60,"16,633",Freehold,12,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,567,800",570.49,"2,748",Nov-20,Strata,53,"29,581",Freehold,08,16 to 20
SPRINGLEAF TOWER,ANSON ROAD,Office,"23,500,000","10,742.47","2,188",Nov-20,Strata,998,"23,547",99 yrs lease commencing from 1996,02,21 to 25
